zone_id,date,temperature,precipitation
Z001,2025-01-01,29.078547982840618,8.309498079698113
Z001,2025-01-02,26.074012755287196,3.747330648384086
Z001,2025-01-03,27.00262198545709,3.152370852535845
Z001,2025-01-04,15.468879131637294,1.2955021292788271
Z001,2025-01-05,,10.027374967518004
Z001,2025-01-06,24.19545491492319,18.968293374709106
Z001,2025-01-07,22.497057257587727,
Z001,2025-01-08,17.55069649591276,3.1088650050614053
Z001,2025-01-09,24.117739278949433,2.9958641159133474
Z001,2025-01-10,16.652233698393225,1.9086227052512337
Z001,2025-01-11,,3.714866841802732
Z001,2025-01-12,,3.9532508310223715
Z001,2025-01-13,24.838557210019637,2.4440869808038395
Z001,2025-01-14,24.824184790073225,4.891692956684674
Z001,2025-01-15,25.149926237516347,15.551828133570243
Z001,2025-01-16,23.91198749932654,11.27484152319749
Z001,2025-01-17,25.07205453775874,4.815257920328548
Z001,2025-01-18,16.42413970397069,1.4034174251022136
Z001,2025-01-19,23.624442282438217,0.21012457711618107
Z001,2025-01-20,27.39295128868958,0.7084993080970292
Z001,2025-01-21,17.504527815291937,3.3828930622237645
Z001,2025-01-22,21.915216458644526,0.9861448151100051
Z001,2025-01-23,18.253609177829723,2.4749568879660915
Z001,2025-01-24,20.271652338198813,0.5316069472290262
Z001,2025-01-25,26.003743091844235,10.868615451840832
Z001,2025-01-26,,1.8858874634258618
Z001,2025-01-27,29.32399326975554,3.723301407706911
Z001,2025-01-28,18.50329987797576,9.072749820232001
Z001,2025-01-29,18.618655355291096,1.0160410930705508
Z001,2025-01-30,26.876605225581145,8.171175974823546
Z001,2025-01-31,26.959250997144352,
Z001,2025-02-01,26.70373664656051,8.180289551873688
Z001,2025-02-02,22.814821104721403,2.2189854643523876
Z001,2025-02-03,18.64118069981845,0.17295176706604407
Z001,2025-02-04,15.092487997022635,6.306166988042035
Z001,2025-02-05,15.742936360838069,20.49828487672034
Z001,2025-02-06,17.856973412994478,6.280841320362063
Z001,2025-02-07,18.86477847562461,2.904828598867736
Z001,2025-02-08,16.51531380464396,2.152706562585341
Z001,2025-02-09,27.48260845610727,1.156243942780349
Z001,2025-02-10,18.632039196796676,
Z001,2025-02-11,20.622911246306714,6.093883321544922
Z001,2025-02-12,,3.868731226281997
Z001,2025-02-13,15.098214609551247,
Z001,2025-02-14,21.344707416411822,2.451980442089203
Z001,2025-02-15,27.11190295653769,1.8511983097153384
Z001,2025-02-16,21.45667726886775,9.152425399486754
Z001,2025-02-17,16.02046816027003,7.079914759661082
Z001,2025-02-18,17.295013521406307,7.140457055113866
Z001,2025-02-19,20.451533766539434,0.21989211971905503
Z001,2025-02-20,16.2624927311918,0.6362085717857731
Z001,2025-02-21,23.66541160233265,3.3263855177168984
Z001,2025-02-22,15.119426986079318,0.21743145437610012
Z001,2025-02-23,29.41308589929288,8.873355621270674
Z001,2025-02-24,19.03724139015469,8.41295545381619
Z001,2025-02-25,25.98242169371209,5.522043328884688
Z001,2025-02-26,17.942244683161988,0.47909228222185707
Z001,2025-02-27,22.082757926334608,0.6042557374533735
Z001,2025-02-28,21.494763869456374,3.371333819904894
Z001,2025-03-01,25.56875726215546,3.218445186854417
Z001,2025-03-02,19.26115334613482,1.2920254685297647
Z001,2025-03-03,28.218600292994388,4.236351680007033
Z001,2025-03-04,25.94318875643753,0.951764872548546
Z001,2025-03-05,28.74836418438599,7.158623081450848
Z001,2025-03-06,23.20907376550103,2.113688750028052
Z001,2025-03-07,29.538877135686,2.650691982461808
Z001,2025-03-08,20.974651073489216,4.765722460002056
Z001,2025-03-09,26.01368945558064,1.4312389291323855
Z001,2025-03-10,17.871394498378525,0.6773851878486736
Z001,2025-03-11,27.46730301181828,3.098454498474319
Z001,2025-03-12,,4.594614103817645
Z001,2025-03-13,28.422335798898672,12.340663817084028
Z001,2025-03-14,22.079436889091753,9.009677682076596
Z001,2025-03-15,16.41516239576312,5.171200289354697
Z001,2025-03-16,18.67861487925397,0.7889667074899023
Z001,2025-03-17,,5.045068703147043
Z001,2025-03-18,20.367564051499595,2.0424003163858524
Z001,2025-03-19,20.798644195058813,2.2989580166951287
Z001,2025-03-20,20.160504148776923,0.40322923929310245
Z001,2025-03-21,18.615481552582768,0.5024457293370552
Z001,2025-03-22,23.71824126118475,3.191875042365278
Z001,2025-03-23,20.108776375337293,5.636874799327222
Z001,2025-03-24,16.304078732992064,
Z001,2025-03-25,26.669721012476153,11.116155436876852
Z001,2025-03-26,27.319043520891164,1.0714186586082393
Z001,2025-03-27,20.036607785853153,12.127115241583883
Z001,2025-03-28,19.02205034705962,0.5424067545078043
Z001,2025-03-29,16.423068042076604,
Z001,2025-03-30,26.014127936581666,5.712971585354202
Z001,2025-03-31,24.841960494953568,3.4590128774703235
Z002,2025-01-01,16.237072603796875,2.602891861852638
Z002,2025-01-02,16.66807097875794,5.879773228620006
Z002,2025-01-03,18.899726619452323,3.2193455734500933
Z002,2025-01-04,20.98865915327888,
Z002,2025-01-05,20.70929278633539,4.712116221243065
Z002,2025-01-06,18.63531998905746,1.974836073417663
Z002,2025-01-07,22.901005791265888,3.4654224817432966
Z002,2025-01-08,20.49418753022542,0.551799559502797
Z002,2025-01-09,19.497013118610358,0.9085596837320314
Z002,2025-01-10,27.785528836576717,4.004115139385634
Z002,2025-01-11,20.019320398127782,0.37721622501352425
Z002,2025-01-12,28.669976998401097,1.331867120963072
Z002,2025-01-13,21.805216744515366,0.5696863444216439
Z002,2025-01-14,25.46117259874915,7.088728241403162
Z002,2025-01-15,21.94371434613404,
Z002,2025-01-16,22.920156443674887,
Z002,2025-01-17,20.29650153576759,3.2674169019171098
